airline,review_score,review_date,traveller_type,cabin,route,date_flown,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,has_layover,pos_neu_neg_review,recommended
Air India,1.0,2019-01-07,Couple Leisure,Premium Economy,Stockholm to Bangkok via Delhi,2019-01-01,1.0,1.0,2.0,2.0,1.0,1.0,True,neg,False
Air India,3.0,2019-01-02,Family Leisure,Economy Class,Chicago to Hyderabad via Delhi,2018-12-01,1.0,4.0,3.0,1.0,3.0,1.0,True,neg,False
Air India,1.0,2018-12-26,Family Leisure,Economy Class,San Francisco to Delhi,2018-12-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
Air India,1.0,2018-12-23,Couple Leisure,Economy Class,Hong Kong to Delhi,2018-12-01,2.0,4.0,1.0,1.0,3.0,1.0,False,neg,False
Air India,2.0,2018-12-10,Family Leisure,Economy Class,London to Mumbai,2018-12-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
Air India,3.0,2018-12-05,Family Leisure,Economy Class,San Francisco to Delhi,2018-11-01,3.0,1.0,2.0,3.0,4.0,2.0,False,neg,False
Air India,1.0,2018-11-26,Business,Economy Class,Milan to Kolkata via Delhi,2018-11-01,2.0,1.0,1.0,2.0,1.0,1.0,True,neg,False
Air India,9.0,2018-11-22,Couple Leisure,Economy Class,Delhi to Amritsar,2018-11-01,4.0,5.0,5.0,4.0,5.0,4.0,False,pos,True
Air India,7.0,2018-11-22,Family Leisure,Economy Class,London to Ahmedabad,2018-11-01,5.0,5.0,2.0,3.0,3.0,5.0,False,pos,True
Air India,8.0,2018-10-16,Family Leisure,Economy Class,Kolkata to London via Delhi,2018-09-01,4.0,4.0,4.0,3.0,4.0,4.0,True,pos,True
Air India,3.0,2018-10-16,Solo Leisure,Economy Class,Newark to Bangalore via Mumbai,2018-10-01,2.0,2.0,2.0,1.0,3.0,2.0,True,neg,False
Air India,1.0,2018-10-15,Family Leisure,Economy Class,Delhi to London,2018-09-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
Air India,9.0,2018-09-30,Couple Leisure,Economy Class,Pune to New York via Delhi,2018-09-01,5.0,5.0,4.0,5.0,5.0,5.0,True,pos,True
Air India,1.0,2018-09-29,Solo Leisure,Economy Class,Delhi to London,2018-07-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
Air India,1.0,2018-09-25,Business,Business Class,Delhi to Chicago,2018-09-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
Air India,7.0,2018-09-17,Couple Leisure,Economy Class,Frankfurt to Delhi,2018-08-01,3.0,5.0,4.0,4.0,3.0,4.0,False,pos,True
Air India,8.0,2018-09-16,Business,Business Class,Delhi to Bangkok,2018-09-01,4.0,5.0,4.0,3.0,5.0,5.0,False,pos,True
Air India,1.0,2018-07-31,Family Leisure,Economy Class,London to Colombo via Delhi,2018-07-01,1.0,1.0,1.0,1.0,1.0,1.0,True,neg,False
Air India,7.0,2018-07-31,Solo Leisure,Economy Class,Vienna to Delhi,2018-07-01,3.0,3.0,3.0,2.0,3.0,3.0,False,pos,True
Air India,1.0,2018-07-28,Family Leisure,Economy Class,Mumbai to Ahmedabad,2018-07-01,3.0,3.0,2.0,1.0,1.0,1.0,False,neg,False
Air India,2.0,2018-07-19,Family Leisure,Economy Class,Chicago to New Delhi,2018-07-01,2.0,1.0,1.0,1.0,2.0,1.0,False,neg,False
Air India,1.0,2018-07-03,Family Leisure,Economy Class,Hyderabad to Birmingham via Delhi,2018-06-01,3.0,3.0,3.0,1.0,1.0,3.0,True,neg,False
Air India,8.0,2018-07-02,Solo Leisure,Economy Class,Surat to Frankfurt via New Delhi,2018-06-01,4.0,5.0,5.0,4.0,5.0,4.0,True,pos,True
Air India,9.0,2018-07-01,Couple Leisure,Economy Class,Kolkata to Washington via New Delhi,2018-06-01,4.0,5.0,4.0,4.0,3.0,4.0,True,pos,True
Air India,1.0,2018-06-29,Couple Leisure,Business Class,Frankfurt to Goa via Delhi,2017-10-01,3.0,3.0,3.0,2.0,1.0,3.0,True,neg,False
Air India,2.0,2018-06-22,Couple Leisure,Business Class,Washington to New Delhi,2018-04-01,2.0,2.0,1.0,1.0,2.0,2.0,False,neg,False
Air India,2.0,2018-06-18,Business,Economy Class,Kathmandu to Colombo via New Delhi,2018-06-01,3.0,3.0,3.0,1.0,1.0,2.0,True,neg,False
Air India,1.0,2018-06-12,Solo Leisure,Economy Class,Kathmandu to Colombo via Delhi / Chennai,2018-06-01,1.0,1.0,1.0,1.0,1.0,1.0,True,neg,False
Air India,1.0,2018-06-07,Family Leisure,Economy Class,Delhi to Sydney,2018-06-01,1.0,1.0,2.0,2.0,1.0,1.0,False,neg,False
Air India,1.0,2018-05-31,Family Leisure,Economy Class,London to Mumbai,2018-05-01,2.0,3.0,3.0,2.0,1.0,1.0,False,neg,False
Air India,10.0,2018-05-28,Solo Leisure,Economy Class,Surat to Sydney via Delhi,2018-03-01,4.0,5.0,5.0,4.0,5.0,3.0,True,pos,True
Air India,1.0,2018-05-14,Family Leisure,Economy Class,Delhi to London,2018-05-01,3.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
Air India,1.0,2018-05-14,Business,Economy Class,Delhi to London Heathrow,2018-05-01,2.0,1.0,1.0,2.0,1.0,2.0,False,neg,False
Air India,9.0,2018-05-09,Solo Leisure,Business Class,Kochi to Dubai,2018-04-01,4.0,4.0,4.0,4.0,3.0,5.0,False,pos,True
Air India,4.0,2018-05-09,Solo Leisure,Economy Class,Mumbai to Singapore,2018-05-01,5.0,5.0,5.0,4.0,1.0,4.0,False,neg,False
Air India,5.0,2018-04-27,Solo Leisure,Economy Class,Hong Kong to Seoul,2018-04-01,4.0,1.0,3.0,3.0,3.0,4.0,False,neu,False
Air India,1.0,2018-04-24,Solo Leisure,Economy Class,New York JFK to Delhi,2018-03-01,1.0,3.0,1.0,1.0,3.0,4.0,False,neg,False
Air India,7.0,2018-04-04,Solo Leisure,Economy Class,Frankfurt to Delhi,2018-03-01,4.0,3.0,3.0,3.0,3.0,4.0,False,pos,True
Air India,1.0,2018-04-01,Couple Leisure,Business Class,Chicago to New Delhi,2018-03-01,1.0,3.0,3.0,3.0,2.0,1.0,False,neg,False
Air India,3.0,2018-03-27,Business,Economy Class,Delhi to Singapore,2018-03-01,3.0,1.0,1.0,2.0,3.0,3.0,False,neg,False
Air India,8.0,2018-03-18,Solo Leisure,Economy Class,Mumbai to New York via Delhi,2018-03-01,4.0,5.0,5.0,4.0,5.0,5.0,True,pos,True
Air India,8.0,2018-03-18,Solo Leisure,Economy Class,New York to Mumbai via Delhi,2018-03-01,4.0,5.0,5.0,4.0,5.0,5.0,True,pos,True
Air India,9.0,2018-03-12,Solo Leisure,Economy Class,Mumbai to Delhi,2018-02-01,5.0,4.0,5.0,4.0,3.0,5.0,False,pos,True
Air India,4.0,2018-03-11,Couple Leisure,Economy Class,Newark to Mumbai,2018-02-01,5.0,3.0,3.0,1.0,2.0,3.0,False,neg,False
Air India,9.0,2018-02-25,Family Leisure,Economy Class,London to Delhi,2018-02-01,5.0,4.0,4.0,4.0,3.0,5.0,False,pos,True
Air India,7.0,2018-02-24,Family Leisure,Economy Class,Delhi to Dhaka via Kolkata,2018-01-01,5.0,2.0,4.0,5.0,3.0,4.0,True,pos,True
Air India,2.0,2018-02-09,Solo Leisure,Economy Class,Bhopal to Mumbai,2018-02-01,3.0,3.0,3.0,3.0,3.0,2.0,False,neg,False
Air India,10.0,2018-02-05,Family Leisure,Economy Class,Mumbai to Bhubaneswar,2018-01-01,5.0,5.0,5.0,5.0,5.0,5.0,False,pos,True
Air India,1.0,2018-02-04,Solo Leisure,Economy Class,Newark to Mumbai,2017-12-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
Air India,5.0,2018-02-02,Couple Leisure,Economy Class,Delhi to London,2018-01-01,2.0,1.0,3.0,2.0,4.0,4.0,False,neu,False
Air India,1.0,2018-01-31,Couple Leisure,Economy Class,Paris to Goa via Delhi,2018-01-01,1.0,1.0,1.0,1.0,1.0,1.0,True,neg,False
Air India,1.0,2018-01-28,Couple Leisure,Economy Class,Bangkok to Birmingham via Delhi,2018-01-01,2.0,1.0,1.0,2.0,1.0,1.0,True,neg,False
Air India,1.0,2018-01-27,Solo Leisure,Economy Class,Ahmedabad to Delhi,2018-01-01,1.0,1.0,1.0,3.0,1.0,1.0,False,neg,False
Air India,7.0,2018-01-24,Couple Leisure,Economy Class,London to Delhi,2018-01-01,4.0,1.0,1.0,1.0,3.0,3.0,False,pos,False
Air India,1.0,2018-01-16,Solo Leisure,Economy Class,Dehi to New York,2018-01-01,2.0,3.0,1.0,1.0,1.0,1.0,False,neg,False
Air India,1.0,2018-01-08,Business,Business Class,Mumbai to Bangkok,2018-01-01,2.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
Air India,1.0,2018-01-05,Business,Economy Class,Birmingham to Chennai via Delhi,2018-01-01,2.0,1.0,1.0,1.0,1.0,3.0,True,neg,False
Air India,1.0,2017-12-26,Solo Leisure,Economy Class,Delhi to New York,2017-12-01,1.0,3.0,1.0,1.0,1.0,1.0,False,neg,False
Air India,3.0,2017-12-25,Couple Leisure,Economy Class,Washington to Hyderabad,2017-12-01,2.0,1.0,2.0,1.0,2.0,1.0,False,neg,False
Air India,5.0,2017-12-17,Solo Leisure,Economy Class,Delhi to Madrid,2017-12-01,3.0,1.0,2.0,3.0,2.0,4.0,False,neu,False
Air India,8.0,2017-12-10,Business,Economy Class,London to Mumbai,2017-09-01,4.0,4.0,4.0,3.0,5.0,4.0,False,pos,True
Air India,9.0,2017-12-08,Solo Leisure,Business Class,Mumbai to Hong Kong via Delhi,2017-12-01,4.0,5.0,4.0,3.0,5.0,5.0,True,pos,True
Air India,2.0,2017-12-08,Solo Leisure,Economy Class,Chicago to Delhi,2017-12-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
Air India,2.0,2017-12-01,Solo Leisure,Economy Class,Chicago to Mumbai via Delhi,2017-11-01,1.0,1.0,2.0,1.0,2.0,2.0,True,neg,False
Air India,7.0,2017-11-30,Business,Business Class,Melbourne to Delhi,2017-11-01,4.0,3.0,3.0,4.0,4.0,3.0,False,pos,True
Air India,6.0,2017-11-25,Family Leisure,Economy Class,Kochi to Melbourne,2017-09-01,4.0,2.0,4.0,3.0,3.0,3.0,False,neu,False
Air India,5.0,2017-11-23,Business,Economy Class,San Francisco to Delhi,2017-11-01,3.0,4.0,2.0,1.0,1.0,2.0,False,neu,False
Air India,4.0,2017-11-20,Couple Leisure,Economy Class,Hong Kong to Osaka,2017-11-01,3.0,1.0,3.0,3.0,3.0,4.0,False,neg,False
Air India,1.0,2017-11-19,Solo Leisure,Economy Class,Hyderabad to New York via Delhi,2017-08-01,1.0,1.0,2.0,1.0,1.0,2.0,True,neg,False
Air India,8.0,2017-11-12,Solo Leisure,Economy Class,Newark to Mumbai,2017-10-01,2.0,5.0,5.0,3.0,5.0,5.0,False,pos,True
Air India,6.0,2017-10-31,Solo Leisure,Economy Class,Milan to Delhi via Rome,2017-10-01,5.0,2.0,4.0,4.0,4.0,4.0,True,neu,True
Air India,3.0,2017-10-28,Business,Business Class,New Delhi to New York JFK,2017-10-01,1.0,1.0,1.0,1.0,3.0,1.0,False,neg,False
Air India,8.0,2017-10-19,Solo Leisure,Economy Class,Vienna to Delhi,2017-10-01,5.0,4.0,3.0,5.0,5.0,5.0,False,pos,True
Air India,10.0,2017-10-17,Solo Leisure,Economy Class,Amritsar to Delhi,2017-10-01,5.0,5.0,5.0,5.0,5.0,5.0,False,pos,True
Air India,10.0,2017-10-17,Solo Leisure,Economy Class,London to Delhi,2017-10-01,5.0,5.0,5.0,5.0,5.0,5.0,False,pos,True
Air India,10.0,2017-10-16,Solo Leisure,Economy Class,Kochi to Dubai,2017-07-01,5.0,4.0,4.0,5.0,5.0,5.0,False,pos,True
Air India,1.0,2017-09-18,Couple Leisure,Economy Class,Bangkok to Birmingham via Delhi,2017-09-01,3.0,1.0,1.0,1.0,2.0,2.0,True,neg,False
Air India,9.0,2017-09-13,Solo Leisure,Economy Class,London to Chennai via Mumbai,2017-08-01,5.0,5.0,4.0,1.0,5.0,5.0,True,pos,True
Air India,2.0,2017-09-10,Solo Leisure,Economy Class,Hyderabad to Chicago via Delhi,2017-09-01,2.0,1.0,3.0,1.0,3.0,1.0,True,neg,False
Air India,9.0,2017-09-08,Solo Leisure,Economy Class,Amritsar to Delhi,2017-08-01,4.0,4.0,4.0,3.0,4.0,5.0,False,pos,True
Air India,10.0,2017-09-08,Solo Leisure,Economy Class,London to Mumbai,2017-08-01,5.0,5.0,5.0,5.0,5.0,5.0,False,pos,True
Air India,6.0,2017-09-05,Solo Leisure,Economy Class,Delhi to Bangkok,2017-08-01,5.0,3.0,3.0,3.0,5.0,4.0,False,neu,True
Air India,3.0,2017-07-30,Family Leisure,Economy Class,Delhi to London,2017-07-01,1.0,1.0,1.0,1.0,1.0,2.0,False,neg,False
Air India,9.0,2017-07-20,Couple Leisure,Business Class,London to Newark,2017-07-01,5.0,5.0,4.0,2.0,2.0,5.0,False,pos,True
Air India,8.0,2017-07-16,Solo Leisure,Economy Class,Paris to Delhi,2017-02-01,4.0,5.0,4.0,4.0,4.0,5.0,False,pos,True
Air India,1.0,2017-07-02,Family Leisure,Economy Class,Bangkok to Delhi,2017-06-01,3.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
Air India,1.0,2017-07-01,Business,Business Class,Bangalore to Tokyo via Delhi,2017-06-01,3.0,2.0,2.0,2.0,3.0,3.0,True,neg,False
Air India,10.0,2017-06-13,Family Leisure,Economy Class,New Delhi to Madrid,2017-06-01,5.0,4.0,5.0,4.0,3.0,5.0,False,pos,True
Air India,10.0,2017-05-21,Solo Leisure,Economy Class,Mumbai to Delhi,2017-05-01,5.0,5.0,5.0,5.0,5.0,5.0,False,pos,True
Air India,7.0,2017-05-18,Family Leisure,Economy Class,Birmingham to Bangalore via Delhi,2017-04-01,3.0,1.0,4.0,3.0,5.0,4.0,True,pos,True
Air India,9.0,2017-05-04,Family Leisure,Economy Class,Delhi to Birmingham,2017-04-01,4.0,4.0,4.0,4.0,4.0,4.0,False,pos,True
Air India,2.0,2017-05-02,Business,Business Class,New Delhi to Chicago,2017-04-01,3.0,1.0,1.0,2.0,2.0,1.0,False,neg,False
Air India,10.0,2017-04-26,Solo Leisure,Economy Class,London to Mumbai,2017-04-01,5.0,5.0,5.0,5.0,5.0,5.0,False,pos,True
Air India,10.0,2017-04-26,Solo Leisure,Economy Class,Mumbai to London,2017-04-01,5.0,5.0,5.0,5.0,5.0,5.0,False,pos,True
Air India,3.0,2017-04-20,Solo Leisure,Economy Class,Newark to Mumbai,2017-03-01,4.0,4.0,4.0,2.0,2.0,1.0,False,neg,False
Air India,10.0,2017-04-20,Family Leisure,Economy Class,London Heathrow to Newark,2017-04-01,5.0,5.0,4.0,4.0,4.0,4.0,False,pos,True
Air India,9.0,2017-04-13,Solo Leisure,Economy Class,Bhubaneswar to New Delhi,2017-03-01,5.0,5.0,5.0,4.0,3.0,5.0,False,pos,True
Air India,2.0,2017-03-27,Couple Leisure,Business Class,Delhi to Chicago,2017-02-01,3.0,3.0,3.0,1.0,1.0,2.0,False,neg,False
Air India,8.0,2017-03-14,Couple Leisure,Economy Class,Mumbai to London Heathrow,2017-03-01,4.0,5.0,5.0,4.0,3.0,5.0,False,pos,True
Air India,1.0,2017-03-13,Solo Leisure,Economy Class,Mumbai to Goa,2017-02-01,3.0,3.0,2.0,2.0,1.0,1.0,False,neg,False
Air India,1.0,2017-03-11,Solo Leisure,Economy Class,Kathmandu to Heathrow via Delhi,2017-03-01,3.0,1.0,1.0,2.0,1.0,1.0,True,neg,False
Air India,1.0,2017-03-06,Couple Leisure,Economy Class,Delhi to New York JFK,2017-03-01,1.0,2.0,3.0,1.0,1.0,1.0,False,neg,False
Air India,4.0,2017-02-06,Couple Leisure,Economy Class,BHX to DEL,2017-01-01,3.0,1.0,1.0,1.0,3.0,3.0,False,neg,False
Air India,1.0,2017-01-25,Family Leisure,Economy Class,FRA to SYD via DEL,2017-01-01,3.0,3.0,3.0,3.0,1.0,1.0,True,neg,False
Air India,9.0,2017-01-12,Solo Leisure,Economy Class,LHR to BDQ via DEL,2017-01-01,3.0,5.0,5.0,5.0,5.0,4.0,True,pos,True
Air India,7.0,2017-01-08,Solo Leisure,Economy Class,MXP to MAA via DEL,2016-08-01,4.0,5.0,5.0,3.0,2.0,5.0,True,pos,True
Air India,7.0,2017-01-05,Solo Leisure,Economy Class,BOM to FRA via DEL,2016-12-01,4.0,4.0,4.0,4.0,2.0,4.0,True,pos,True
Air India,7.0,2016-12-21,Solo Leisure,Economy Class,DEL to LHR,2016-12-01,5.0,3.0,3.0,2.0,4.0,4.0,False,pos,True
Air India,6.0,2016-12-12,Business,Economy Class,DEL to LHR,2016-12-01,4.0,2.0,3.0,1.0,4.0,3.0,False,neu,True
Air India,4.0,2016-12-08,Solo Leisure,Economy Class,EWR to GOI via BOM,2016-02-01,3.0,3.0,2.0,4.0,1.0,2.0,True,neg,False
Air India,2.0,2016-12-05,Family Leisure,Economy Class,BOM to EWR,2016-11-01,2.0,3.0,2.0,2.0,1.0,2.0,False,neg,False
Air India,7.0,2016-11-28,Solo Leisure,Economy Class,EWR to BOM via LHR,2016-11-01,5.0,4.0,3.0,4.0,4.0,4.0,True,pos,True
Air India,7.0,2016-11-28,Solo Leisure,Economy Class,LHR to DEL,2016-11-01,5.0,4.0,2.0,2.0,4.0,4.0,False,pos,True
Air India,5.0,2016-11-24,Business,Economy Class,BKK to BOM,2016-11-01,1.0,1.0,2.0,2.0,3.0,2.0,False,neu,True
Air India,2.0,2016-11-18,Couple Leisure,Economy Class,DEL to SYD,2016-11-01,3.0,2.0,2.0,1.0,3.0,4.0,False,neg,False
Air India,8.0,2016-11-11,Family Leisure,Economy Class,CDG to DEL,2016-05-01,4.0,3.0,4.0,4.0,4.0,4.0,False,pos,True
Air India,2.0,2016-11-07,Family Leisure,Economy Class,MEL to BOM via DEL,2016-08-01,3.0,1.0,1.0,3.0,1.0,2.0,True,neg,False
Air India,2.0,2016-11-07,Business,Business Class,LHR to DEL,2016-11-01,3.0,2.0,1.0,1.0,2.0,3.0,False,neg,False
Air India,10.0,2016-11-03,Couple Leisure,Economy Class,LHR to AMD,2016-10-01,5.0,5.0,5.0,5.0,5.0,5.0,False,pos,True
Air India,10.0,2016-11-01,Solo Leisure,Economy Class,DEL to LKO,2016-11-01,5.0,5.0,5.0,5.0,5.0,5.0,False,pos,True
Air India,10.0,2016-10-29,Family Leisure,Economy Class,BBI to VNS,2016-04-01,5.0,5.0,5.0,5.0,4.0,5.0,False,pos,True
Air India,10.0,2016-10-29,Family Leisure,Economy Class,VNS to BBI,2016-04-01,5.0,5.0,5.0,4.0,2.0,5.0,False,pos,True
Air India,2.0,2016-10-19,Business,Business Class,PVG to BLR via DEL,2015-12-01,2.0,4.0,1.0,3.0,1.0,1.0,True,neg,False
Air India,8.0,2016-09-26,Family Leisure,Business Class,SIN to DEL,2016-09-01,5.0,5.0,5.0,5.0,4.0,4.0,False,pos,True
Air India,7.0,2016-09-24,Solo Leisure,Economy Class,LHR to BKK via DEL,2016-09-01,2.0,3.0,3.0,3.0,4.0,4.0,True,pos,True
Air India,8.0,2016-09-24,Family Leisure,Economy Class,IXC to BDQ via DEL,2016-08-01,4.0,4.0,4.0,2.0,4.0,4.0,True,pos,True
Air India,3.0,2016-09-08,Business,Business Class,BOM to BKK,2016-09-01,4.0,3.0,2.0,4.0,4.0,2.0,False,neg,False
Air India,8.0,2016-09-01,Solo Leisure,Economy Class,MAA to SIN,2016-08-01,5.0,4.0,4.0,2.0,3.0,5.0,False,pos,True
Air India,2.0,2016-09-01,Family Leisure,Economy Class,LHR to DEL,2016-08-01,2.0,2.0,1.0,1.0,2.0,1.0,False,neg,False
Air India,7.0,2016-07-12,Business,Economy Class,LHR to DEL,2016-07-01,5.0,4.0,4.0,3.0,4.0,4.0,False,pos,True
Air India,9.0,2016-07-05,Solo Leisure,Economy Class,GOI to SIN via BOM,2016-07-01,5.0,5.0,5.0,3.0,5.0,5.0,True,pos,True
Air India,4.0,2016-06-07,Couple Leisure,Economy Class,HYD to ORD via DEL,2016-06-01,2.0,3.0,4.0,3.0,3.0,3.0,True,neg,True
Air India,1.0,2016-05-24,Solo Leisure,Economy Class,MEL to DEL,2016-05-01,2.0,2.0,2.0,1.0,1.0,3.0,False,neg,False
Air India,2.0,2016-05-21,Solo Leisure,Economy Class,BOM to HKG via DEL,2016-05-01,2.0,2.0,2.0,1.0,1.0,2.0,True,neg,False
Air India,2.0,2016-05-20,Solo Leisure,Economy Class,ORD to DEL,2016-05-01,2.0,1.0,1.0,1.0,2.0,1.0,False,neg,False
Air India,1.0,2016-05-13,Family Leisure,Economy Class,DEL to BOM,2016-05-01,3.0,1.0,3.0,2.0,1.0,1.0,False,neg,False
Air India,2.0,2016-04-29,Couple Leisure,Business Class,SYD to AUH via DEL,2016-04-01,3.0,2.0,1.0,2.0,3.0,1.0,True,neg,False
Air India,5.0,2016-04-24,Solo Leisure,Economy Class,EWR to BOM,2016-04-01,2.0,2.0,4.0,2.0,3.0,4.0,False,neu,False
Air India,2.0,2016-04-23,Couple Leisure,Economy Class,BOM to DXB,2016-04-01,3.0,3.0,3.0,3.0,1.0,1.0,False,neg,False
Air India,7.0,2016-03-27,Solo Leisure,Economy Class,DEL to LHR,2016-03-01,4.0,3.0,2.0,4.0,4.0,4.0,False,pos,True
Air India,8.0,2016-03-27,Business,Business Class,BKK to BOM,2016-03-01,4.0,4.0,4.0,4.0,4.0,5.0,False,pos,True
Air India,6.0,2016-03-25,Solo Leisure,Economy Class,DEL to LHR,2016-03-01,4.0,5.0,2.0,4.0,3.0,3.0,False,neu,True
Air India,2.0,2016-03-24,Solo Leisure,Economy Class,BOM to LHR,2016-03-01,4.0,1.0,4.0,3.0,2.0,3.0,False,neg,False
Air India,10.0,2016-03-24,Solo Leisure,Economy Class,BKK to BOM,2016-03-01,4.0,5.0,4.0,3.0,5.0,5.0,False,pos,True
Air India,6.0,2016-03-23,Solo Leisure,Economy Class,BOM to BKK,2016-02-01,4.0,2.0,4.0,3.0,3.0,4.0,False,neu,True
Air India,8.0,2016-03-23,Solo Leisure,Economy Class,LHR to BOM,2016-02-01,5.0,3.0,4.0,3.0,4.0,4.0,False,pos,True
Air India,5.0,2016-03-17,Solo Leisure,Economy Class,BHO to DEL,2016-03-01,4.0,3.0,4.0,1.0,1.0,3.0,False,neu,False
Air India,2.0,2016-03-13,Business,Business Class,EWR to BOM,2016-03-01,1.0,2.0,2.0,2.0,4.0,3.0,False,neg,False
Air India,2.0,2016-03-12,Solo Leisure,Economy Class,DEL to ORD,2016-03-01,2.0,2.0,2.0,1.0,1.0,2.0,False,neg,False
Air India,4.0,2016-03-10,Solo Leisure,Economy Class,LHR to CCU via DEL,2016-03-01,1.0,2.0,2.0,1.0,1.0,2.0,True,neg,False
Air India,7.0,2016-03-09,Couple Leisure,Economy Class,BHX to ATQ via DEL,2016-03-01,3.0,3.0,3.0,3.0,3.0,3.0,True,pos,True
Air India,2.0,2016-03-01,Solo Leisure,Economy Class,DXB to GOI,2016-02-01,2.0,1.0,2.0,1.0,1.0,2.0,False,neg,False
Air India,7.0,2016-02-28,Solo Leisure,Business Class,BHX to DEL,2016-02-01,4.0,5.0,4.0,4.0,4.0,4.0,False,pos,True
Air India,2.0,2016-02-26,Couple Leisure,Economy Class,LHR to DEL,2016-02-01,2.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
Air India,1.0,2016-02-21,Family Leisure,Economy Class,BHX to MAA via DEL,2016-01-01,1.0,1.0,1.0,1.0,1.0,1.0,True,neg,False
Air India,6.0,2016-02-15,Solo Leisure,Economy Class,IXB to GOI via DEL,2016-02-01,4.0,2.0,3.0,1.0,3.0,4.0,True,neu,True
Air India,6.0,2016-02-11,Family Leisure,Economy Class,LHR to CCU via DEL,2016-01-01,3.0,3.0,3.0,3.0,4.0,3.0,True,neu,True
Air India,1.0,2016-02-09,Solo Leisure,Economy Class,BHX to BKK via DEL,2016-01-01,1.0,1.0,1.0,1.0,1.0,1.0,True,neg,False
Air India,2.0,2016-02-08,Solo Leisure,Economy Class,HYD to DEL,2016-02-01,3.0,1.0,1.0,1.0,1.0,2.0,False,neg,False
Air India,1.0,2016-01-19,Couple Leisure,Economy Class,CMS to CDG via DEL,2016-01-01,2.0,2.0,2.0,3.0,1.0,1.0,True,neg,False
Air India,1.0,2016-01-15,Couple Leisure,Economy Class,BXH to BKK via DEL,2015-12-01,1.0,1.0,3.0,4.0,1.0,1.0,True,neg,False
Air India,1.0,2016-01-12,Family Leisure,Economy Class,GOI to LHR via DEL,2016-01-01,2.0,2.0,1.0,3.0,2.0,1.0,True,neg,False
Air India,2.0,2016-01-11,Family Leisure,Economy Class,DEL to SFO,2016-01-01,4.0,4.0,4.0,4.0,1.0,2.0,False,neg,False
Air India,1.0,2016-01-09,Couple Leisure,Economy Class,DEL to MEL,2016-01-01,2.0,2.0,1.0,1.0,1.0,1.0,False,neg,False
Air India,3.0,2016-01-07,Couple Leisure,Economy Class,DEL to BOM,2015-11-01,3.0,3.0,3.0,3.0,2.0,2.0,False,neg,False
Air India,1.0,2016-01-06,Solo Leisure,Economy Class,UDR to LHR via DEL,2015-12-01,4.0,2.0,1.0,1.0,2.0,1.0,True,neg,False
Air India,1.0,2016-01-05,Couple Leisure,Economy Class,BOM to JFK via DEL,2016-01-01,1.0,1.0,1.0,1.0,1.0,1.0,True,neg,False
Air India,8.0,2016-01-05,Solo Leisure,Economy Class,DXB to DEL,2015-08-01,5.0,4.0,4.0,3.0,3.0,4.0,False,pos,True
Air India,2.0,2016-01-04,Couple Leisure,Economy Class,GOI to BOM,2015-12-01,1.0,2.0,1.0,1.0,1.0,1.0,False,neg,False
Air India,1.0,2016-01-03,Couple Leisure,Economy Class,DEL to PVG,2015-12-01,4.0,4.0,4.0,4.0,1.0,1.0,False,neg,False
Air India,7.0,2016-01-02,Solo Leisure,Economy Class,BKK to LHR via BOM,2015-12-01,4.0,4.0,4.0,3.0,3.0,4.0,True,pos,True
Air India,3.0,2015-12-31,Family Leisure,Economy Class,BOM to EWR,2015-12-01,3.0,3.0,3.0,2.0,2.0,3.0,False,neg,False
Air India,6.0,2015-12-25,Family Leisure,Economy Class,HYD to EWR via BOM,2015-12-01,4.0,2.0,2.0,2.0,3.0,3.0,True,neu,False
Air India,8.0,2015-12-23,Couple Leisure,Economy Class,BOM to SIN,2015-12-01,5.0,3.0,3.0,3.0,4.0,4.0,False,pos,True
Air India,4.0,2015-12-23,Couple Leisure,Economy Class,SYD to FCO via DEL,2015-10-01,3.0,2.0,2.0,1.0,3.0,4.0,True,neg,False
Air India,2.0,2015-12-22,Solo Leisure,Economy Class,MEL to DEL,2015-12-01,1.0,1.0,1.0,1.0,1.0,1.0,False,neg,False
Air India,8.0,2015-12-21,Couple Leisure,Economy Class,Delhi to Sydney,2015-12-01,5.0,5.0,4.0,3.0,5.0,5.0,False,pos,True
Air India,1.0,2015-12-20,Family Leisure,Economy Class,Melbourne to Delhi,2015-12-01,1.0,1.0,2.0,2.0,1.0,2.0,False,neg,False
Air India,1.0,2015-12-20,Solo Leisure,Economy Class,Melbourne to Delhi,2015-12-01,1.0,2.0,2.0,2.0,1.0,1.0,False,neg,False
Air India,3.0,2015-12-09,Family Leisure,Economy Class,New York to Delhi,2015-11-01,4.0,2.0,5.0,4.0,4.0,3.0,False,neg,True
